CoT_Type_Technical;MIL2525C;APP6B
a-h-g-u-c-f-s;SHG-UCFS--;SHG-UCFS--
a-h-g-u-c-f-s-a;SHG-UCFSA-;SHG-UCFSA-
a-h-g-u-c-f-s-l;SHG-UCFSL-;SHG-UCFSL-
a-h-g-u-c-f-s-o;SHG-UCFSO-;SHG-UCFSO-
a-h-g-u-c-f-s-s;SHG-UCFSS-;SHG-UCFSS-
a-h-g-u-c-f-t;SHG-UCFT--;SHG-UCFT--
a-h-g-u-c-f-t-a;SHG-UCFTA-;SHG-UCFTA-
a-h-g-u-c-f-t-c;SHG-UCFTC-;SHG-UCFTC-
a-h-g-u-c-f-t-c-d;SHG-UCFTCD;SHG-UCFTCD
a-h-g-u-c-f-t-c-m;SHG-UCFTCM;SHG-UCFTCM
a-h-g-u-c-f-t-f;SHG-UCFTF-;SHG-UCFTF-
a-h-g-u-c-f-t-r;SHG-UCFTR-;SHG-UCFTR-
a-h-g-u-c-f-t-s;SHG-UCFTS-;SHG-UCFTS-
a-h-g-u-c-i;SHG-UCI---;SHG-UCI---
a-h-g-u-c-i-a;SHG-UCIA--;SHG-UCIA--
a-h-g-u-c-i-c;SHG-UCIC--;SHG-UCIC--
a-h-g-u-c-i-i;SHG-UCII--;SHG-UCII--
a-h-g-u-c-i-l;SHG-UCIL--;SHG-UCIL--
a-h-g-u-c-i-m;SHG-UCIM--;SHG-UCIM--
a-h-g-u-c-i-n;SHG-UCIN--;SHG-UCIN--
a-h-g-u-c-i-o;SHG-UCIO--;SHG-UCIO--
a-h-g-u-c-i-s;SHG-UCIS--;SHG-UCIS--
a-h-g-u-c-i-z;SHG-UCIZ--;SHG-UCIZ--
a-h-g-u-c-m;SHG-UCM---;SHG-UCM---
a-h-g-u-c-m-s;SHG-UCMS--;SHG-UCMS--
a-h-g-u-c-m-t;SHG-UCMT--;SHG-UCMT--
a-h-g-u-c-r;SHG-UCR---;SHG-UCR---
a-h-g-u-c-r-a;SHG-UCRA--;SHG-UCRA--
a-h-g-u-c-r-c;SHG-UCRC--;SHG-UCRC--
a-h-g-u-c-r-h;SHG-UCRH--;SHG-UCRH--
a-h-g-u-c-r-l;SHG-UCRL--;SHG-UCRLL--
a-h-g-u-c-r-o;SHG-UCRO--;SHG-UCRO--
a-h-g-u-c-r-r;SHG-UCRR--;SHG-UCRR--
a-h-g-u-c-r-r-d;SHG-UCRRD-;SHG-UCRRD-
a-h-g-u-c-r-r-f;SHG-UCRRF-;SHG-UCRRF-
a-h-g-u-c-r-r-l;SHG-UCRRL-;SHG-UCRRL-
a-h-g-u-c-r-s;SHG-UCRS--;SHG-UCRS--
a-h-g-u-c-r-v;SHG-UCRV--;SHG-UCRV--
a-h-g-u-c-r-v-a;SHG-UCRVA-;SHG-UCRVA-
a-h-g-u-c-r-v-g;SHG-UCRVG-;SHG-UCRVG-
a-h-g-u-c-r-v-m;SHG-UCRVM-;SHG-UCRVM-
a-h-g-u-c-r-v-o;SHG-UCRVO-;SHG-UCRVO-
a-h-g-u-c-r-x;SHG-UCRX--;SHG-UCRX--
a-h-g-u-c-s;SHG-UCS---;SHG-UCS---
a-h-g-u-c-s-a;SHG-UCSA--;SHG-UCSA--
a-h-g-u-c-s-g;SHG-UCSG--;SHG-UCSG--
a-h-g-u-c-s-g-a;SHG-UCSGA-;SHG-UCSGA-
a-h-g-u-c-s-g-d;SHG-UCSGD-;SHG-UCSGD-
a-h-g-u-c-s-g-m;SHG-UCSGM-;SHG-UCSGM-
a-h-g-u-c-s-m;SHG-UCSM--;SHG-UCSM--
a-h-g-u-c-s-r;SHG-UCSR--;SHG-UCSR--
a-h-g-u-c-s-w;SHG-UCSW--;SHG-UCSW--
a-h-g-u-c-v;SHG-UCV---;SHG-UCV---
a-h-g-u-c-v-c;SHG-UCVC--;SHG-UCVC--
a-h-g-u-c-v-f;SHG-UCVF--;SHG-UCVF--
a-h-g-u-c-v-f-a;SHG-UCVFA-;SHG-UCVFA-
a-h-g-u-c-v-f-r;SHG-UCVFR-;SHG-UCVFR-
a-h-g-u-c-v-f-u;SHG-UCVFU-;SHG-UCVFU-
a-h-g-u-c-v-r;SHG-UCVR--;SHG-UCVR--
a-h-g-u-c-v-r-a;SHG-UCVRA-;SHG-UCVRA-
a-h-g-u-c-v-r-m;SHG-UCVRM-;SHG-UCVRM-
a-h-g-u-c-v-r-s;SHG-UCVRS-;SHG-UCVRS-
a-h-g-u-c-v-r-u;SHG-UCVRU-;SHG-UCVRU-
a-h-g-u-c-v-r-u-c;SHG-UCVRUC;SHG-UCVRUC
a-h-g-u-c-v-r-u-e;SHG-UCVRUE;SHG-UCVRUE
a-h-g-u-c-v-r-u-h;SHG-UCVRUH;SHG-UCVRUH
a-h-g-u-c-v-r-u-l;SHG-UCVRUL;SHG-UCVRUL
a-h-g-u-c-v-r-u-m;SHG-UCVRUM;SHG-UCVRUM
a-h-g-u-c-v-r-w;SHG-UCVRW-;SHG-UCVRW-
a-h-g-u-c-v-s;SHG-UCVS--;SHG-UCVS--
a-h-g-u-c-v-u;SHG-UCVU--;SHG-UCVU--
a-h-g-u-c-v-u-f;SHG-UCVUF-;SHG-UCVUF-
a-h-g-u-c-v-u-r;SHG-UCVUR-;SHG-UCVUR-
a-h-g-u-c-v-v;SHG-UCVV--;SHG-UCVV--
a-h-g-u-h;SHG-UH----;SHG-UH----
a-h-g-u-s;SHG-US----;SHG-US----
a-h-g-u-s-a;SHG-USA---;SHG-USA---
a-h-g-u-s-a-c;SHG-USAC--;SHG-USAC--
a-h-g-u-s-a-f;SHG-USAF--;SHG-USAF--
a-h-g-u-s-a-f-c;SHG-USAFC-;SHG-USAFC-
a-h-g-u-s-a-f-t;SHG-USAFT-;SHG-USAFT-
a-h-g-u-s-a-j;SHG-USAJ--;SHG-USAJ--
a-h-g-u-s-a-j-c;SHG-USAJC-;SHG-USAJC-
a-h-g-u-s-a-j-t;SHG-USAJT-;SHG-USAJT-
a-h-g-u-s-a-l;SHG-USAL--;SHG-USAL--
a-h-g-u-s-a-l-c;SHG-USALC-;SHG-USALC-
a-h-g-u-s-a-l-t;SHG-USALT-;SHG-USALT-
a-h-g-u-s-a-m;SHG-USAM--;SHG-USAM--
a-h-g-u-s-a-m-c;SHG-USAMC-;SHG-USAMC-
a-h-g-u-s-a-m-t;SHG-USAMT-;SHG-USAMT-
a-h-g-u-s-a-o;SHG-USAO--;SHG-USAO--
a-h-g-u-s-a-o-c;SHG-USAOC-;SHG-USAOC-
a-h-g-u-s-a-o-t;SHG-USAOT-;SHG-USAOT-
a-h-g-u-s-a-p;SHG-USAP--;SHG-USAP--
a-h-g-u-s-a-p-b;SHG-USAPB-;SHG-USAPB-
a-h-g-u-s-a-p-b-c;SHG-USAPBC;SHG-USAPBC
a-h-g-u-s-a-p-b-t;SHG-USAPBT;SHG-USAPBT
a-h-g-u-s-a-p-c;SHG-USAPC-;SHG-USAPC-
a-h-g-u-s-a-p-m;SHG-USAPM-;SHG-USAPM-
a-h-g-u-s-a-p-m-c;SHG-USAPMC;SHG-USAPMC
a-h-g-u-s-a-p-m-t;SHG-USAPMT;SHG-USAPMT
a-h-g-u-s-a-p-t;SHG-USAPT-;SHG-USAPT-
a-h-g-u-s-a-q;SHG-USAQ--;SHG-USAQ--
a-h-g-u-s-a-q-c;SHG-USAQC-;SHG-USAQC-
a-h-g-u-s-a-q-t;SHG-USAQT-;SHG-USAQT-
a-h-g-u-s-a-r;SHG-USAR--;SHG-USAR--
a-h-g-u-s-a-r-c;SHG-USARC-;SHG-USARC-
a-h-g-u-s-a-r-t;SHG-USART-;SHG-USART-
a-h-g-u-s-a-s;SHG-USAS--;SHG-USAS--
a-h-g-u-s-a-s-c;SHG-USASC-;SHG-USASC-
a-h-g-u-s-a-s-t;SHG-USAST-;SHG-USAST-
a-h-g-u-s-a-t;SHG-USAT--;SHG-USAT--
a-h-g-u-s-a-w;SHG-USAW--;SHG-USAW--
a-h-g-u-s-a-w-c;SHG-USAWC-;SHG-USAWC-
a-h-g-u-s-a-w-t;SHG-USAWT-;SHG-USAWT-
a-h-g-u-s-a-x;SHG-USAX--;SHG-USAX--
a-h-g-u-s-a-x-c;SHG-USAXC-;SHG-USAXC-
a-h-g-u-s-a-x-t;SHG-USAXT-;SHG-USAXT-
a-h-g-u-s-m;SHG-USM---;SHG-USM---
a-h-g-u-s-m-c;SHG-USMC--;SHG-USMC--
a-h-g-u-s-m-d;SHG-USMD--;SHG-USMD--
a-h-g-u-s-m-d-c;SHG-USMDC-;SHG-USMDC-
a-h-g-u-s-m-d-t;SHG-USMDT-;SHG-USMDT-
a-h-g-u-s-m-m;SHG-USMM--;SHG-USMM--
a-h-g-u-s-m-m-c;SHG-USMMC-;SHG-USMMC-
a-h-g-u-s-m-m-t;SHG-USMMT-;SHG-USMMT-
a-h-g-u-s-m-p;SHG-USMP--;SHG-USMP--
a-h-g-u-s-m-p-c;SHG-USMPC-;SHG-USMPC-
a-h-g-u-s-m-p-t;SHG-USMPT-;SHG-USMPT-
a-h-g-u-s-m-t;SHG-USMT--;SHG-USMT--
a-h-g-u-s-m-v;SHG-USMV--;SHG-USMV--
a-h-g-u-s-m-v-c;SHG-USMVC-;SHG-USMVC-
a-h-g-u-s-m-v-t;SHG-USMVT-;SHG-USMVT-
a-h-g-u-s-s;SHG-USS---;SHG-USS---
a-h-g-u-s-s-1;SHG-USS1--;SHG-USS1--
a-h-g-u-s-s-1-c;SHG-USS1C-;SHG-USS1C-
a-h-g-u-s-s-1-t;SHG-USS1T-;SHG-USS1T-
a-h-g-u-s-s-2;SHG-USS2--;SHG-USS2--
a-h-g-u-s-s-2-c;SHG-USS2C-;SHG-USS2C-
a-h-g-u-s-s-2-t;SHG-USS2T-;SHG-USS2T-
a-h-g-u-s-s-3;SHG-USS3--;SHG-USS3--
a-h-g-u-s-s-3-a;SHG-USS3A-;SHG-USS3A-
a-h-g-u-s-s-3-a-c;SHG-USS3AC;SHG-USS3AC
a-h-g-u-s-s-3-a-t;SHG-USS3AT;SHG-USS3AT
a-h-g-u-s-s-3-c;SHG-USS3C-;SHG-USS3C-
a-h-g-u-s-s-3-t;SHG-USS3T-;SHG-USS3T-
a-h-g-u-s-s-4;SHG-USS4--;SHG-USS4--
a-h-g-u-s-s-4-c;SHG-USS4C-;SHG-USS4C-
a-h-g-u-s-s-4-t;SHG-USS4T-;SHG-USS4T-
a-h-g-u-s-s-5;SHG-USS5--;SHG-USS5--
a-h-g-u-s-s-5-c;SHG-USS5C-;SHG-USS5C-
a-h-g-u-s-s-5-t;SHG-USS5T-;SHG-USS5T-
a-h-g-u-s-s-6;SHG-USS6--;SHG-USS6--
a-h-g-u-s-s-6-c;SHG-USS6C-;SHG-USS6C-
a-h-g-u-s-s-6-t;SHG-USS6T-;SHG-USS6T-
a-h-g-u-s-s-7;SHG-USS7--;SHG-USS7--
a-h-g-u-s-s-7-c;SHG-USS7C-;SHG-USS7C-
a-h-g-u-s-s-7-t;SHG-USS7T-;SHG-USS7T-
a-h-g-u-s-s-8;SHG-USS8--;SHG-USS8--
a-h-g-u-s-s-8-c;SHG-USS8C-;SHG-USS8C-
a-h-g-u-s-s-8-t;SHG-USS8T-;SHG-USS8T-
a-h-g-u-s-s-9;SHG-USS9--;SHG-USS9--
a-h-g-u-s-s-9-c;SHG-USS9C-;SHG-USS9C-
a-h-g-u-s-s-9-t;SHG-USS9T-;SHG-USS9T-
a-h-g-u-s-s-c;SHG-USSC--;SHG-USSC--
a-h-g-u-s-s-l;SHG-USSL--;SHG-USSL--
a-h-g-u-s-s-l-c;SHG-USSLC-;SHG-USSLC-
a-h-g-u-s-s-l-t;SHG-USSLT-;SHG-USSLT-
a-h-g-u-s-s-t;SHG-USST--;SHG-USST--
a-h-g-u-s-s-w;SHG-USSW--;SHG-USSW--
a-h-g-u-s-s-w-c;SHG-USSWC-;SHG-USSWC-
a-h-g-u-s-s-w-p;SHG-USSWP-;SHG-USSWP-
a-h-g-u-s-s-w-p-c;SHG-USSWPC;SHG-USSWPC
a-h-g-u-s-s-w-p-t;SHG-USSWPT;SHG-USSWPT
a-h-g-u-s-s-w-t;SHG-USSWT-;SHG-USSWT-
a-h-g-u-s-s-x;SHG-USSX--;SHG-USSX--
a-h-g-u-s-s-x-c;SHG-USSXC-;SHG-USSXC-
a-h-g-u-s-s-x-t;SHG-USSXT-;SHG-USSXT-
a-h-g-u-s-t;SHG-UST---;SHG-UST---
a-h-g-u-s-t-a;SHG-USTA--;SHG-USTA--
a-h-g-u-s-t-a-c;SHG-USTAC-;SHG-USTAC-
a-h-g-u-s-t-a-t;SHG-USTAT-;SHG-USTAT-
a-h-g-u-s-t-c;SHG-USTC--;SHG-USTC--
a-h-g-u-s-t-i;SHG-USTI--;SHG-USTI--
a-h-g-u-s-t-i-c;SHG-USTIC-;SHG-USTIC-
a-h-g-u-s-t-i-t;SHG-USTIT-;SHG-USTIT-
a-h-g-u-s-t-m;SHG-USTM--;SHG-USTM--
a-h-g-u-s-t-m-c;SHG-USTMC-;SHG-USTMC-
a-h-g-u-s-t-m-t;SHG-USTMT-;SHG-USTMT-
a-h-g-u-s-t-r;SHG-USTR--;SHG-USTR--
a-h-g-u-s-t-r-c;SHG-USTRC-;SHG-USTRC-
a-h-g-u-s-t-r-t;SHG-USTRT-;SHG-USTRT-
a-h-g-u-s-t-s;SHG-USTS--;SHG-USTS--
a-h-g-u-s-t-s-c;SHG-USTSC-;SHG-USTSC-
a-h-g-u-s-t-s-t;SHG-USTST-;SHG-USTST-
a-h-g-u-s-t-t;SHG-USTT--;SHG-USTT--
a-h-g-u-s-x;SHG-USX---;SHG-USX---
a-h-g-u-s-x-c;SHG-USXC--;SHG-USXC--
a-h-g-u-s-x-e;SHG-USXE--;SHG-USXE--
a-h-g-u-s-x-e-c;SHG-USXEC-;SHG-USXEC-
a-h-g-u-s-x-e-t;SHG-USXET-;SHG-USXET-
a-h-g-u-s-x-h;SHG-USXH--;SHG-USXH--
a-h-g-u-s-x-h-c;SHG-USXHC-;SHG-USXHC-
a-h-g-u-s-x-h-t;SHG-USXHT-;SHG-USXHT-
a-h-g-u-s-x-o;SHG-USXO--;SHG-USXO--
a-h-g-u-s-x-o-c;SHG-USXOC-;SHG-USXOC-
a-h-g-u-s-x-o-m;SHG-USXOM-;SHG-USXOM-
a-h-g-u-s-x-o-m-c;SHG-USXOMC;SHG-USXOMC
a-h-g-u-s-x-o-m-t;SHG-USXOMT;SHG-USXOMT
a-h-g-u-s-x-o-t;SHG-USXOT-;SHG-USXOT-
a-h-g-u-s-x-r;SHG-USXR--;SHG-USXR--
a-h-g-u-s-x-r-c;SHG-USXRC-;SHG-USXRC-
a-h-g-u-s-x-r-t;SHG-USXRT-;SHG-USXRT-
a-h-g-u-s-x-t;SHG-USXT--;SHG-USXT--
a-h-g-u-u;SHG-UU----;SHG-UU----
a-h-g-u-u-a;SHG-UUA---;SHG-UUA---
a-h-g-u-u-a-b;SHG-UUAB--;SHG-UUAB--
a-h-g-u-u-a-b-r;SHG-UUABR-;SHG-UUABR-
a-h-g-u-u-a-c;SHG-UUAC--;SHG-UUAC--
a-h-g-u-u-a-c-c;SHG-UUACC-;SHG-UUACC-
a-h-g-u-u-a-c-c-k;SHG-UUACCK;SHG-UUACCK
a-h-g-u-u-a-c-c-m;SHG-UUACCM;SHG-UUACCM
a-h-g-u-u-a-c-r;SHG-UUACR-;SHG-UUACR-
a-h-g-u-u-a-c-r-s;SHG-UUACRS;SHG-UUACRS
a-h-g-u-u-a-c-r-w;SHG-UUACRW;SHG-UUACRW
a-h-g-u-u-a-c-s;SHG-UUACS-;SHG-UUACS-
a-h-g-u-u-a-c-s-a;SHG-UUACSA;SHG-UUACSA
a-h-g-u-u-a-c-s-m;SHG-UUACSM;SHG-UUACSM
a-h-g-u-u-a-d;SHG-UUAD--;SHG-UUAD--
a-h-g-u-u-a-n;SHG-UUAN--;SHG-UUAN--
a-h-g-u-u-e;SHG-UUE---;SHG-UUE---
a-h-g-u-u-i;SHG-UUI---;SHG-UUI---
a-h-g-u-u-l;SHG-UUL---;SHG-UUL---
a-h-g-u-u-l-c;SHG-UULC--;SHG-UULC--
a-h-g-u-u-l-d;SHG-UULD--;SHG-UULD--
a-h-g-u-u-l-f;SHG-UULF--;SHG-UULF--
a-h-g-u-u-l-m;SHG-UULM--;SHG-UULM--
a-h-g-u-u-l-s;SHG-UULS--;SHG-UULS--
a-h-g-u-u-m;SHG-UUM---;SHG-UUM---
a-h-g-u-u-m-a;SHG-UUMA--;SHG-UUMA--
a-h-g-u-u-m-c;SHG-UUMC--;SHG-UUMC--
a-h-g-u-u-m-j;SHG-UUMJ--;SHG-UUMJ--
a-h-g-u-u-m-m-o;SHG-UUMMO-;SHG-UUMMO-
a-h-g-u-u-m-o;SHG-UUMO--;SHG-UUMO--
a-h-g-u-u-m-q;SHG-UUMQ--;SHG-UUMQ--
a-h-g-u-u-m-r;SHG-UUMR--;SHG-UUMR--
a-h-g-u-u-m-r-g;SHG-UUMRG-;SHG-UUMRG-
a-h-g-u-u-m-r-s;SHG-UUMRS-;SHG-UUMRS-
a-h-g-u-u-m-r-s-s;SHG-UUMRSS;SHG-UUMRSS
a-h-g-u-u-m-r-x;SHG-UUMRX-;SHG-UUMRX-
a-h-g-u-u-m-s;SHG-UUMS--;SHG-UUMS--
a-h-g-u-u-m-s-e;SHG-UUMSE-;SHG-UUMSE-
a-h-g-u-u-m-s-e-a;SHG-UUMSEA;SHG-UUMSEA
a-h-g-u-u-m-s-e-c;SHG-UUMSEC;SHG-UUMSEC
a-h-g-u-u-m-s-e-d;SHG-UUMSED;SHG-UUMSED
a-h-g-u-u-m-s-e-i;SHG-UUMSEI;SHG-UUMSEI
a-h-g-u-u-m-s-e-j;SHG-UUMSEJ;SHG-UUMSEJ
a-h-g-u-u-m-s-e-t;SHG-UUMSET;SHG-UUMSET
a-h-g-u-u-m-t;SHG-UUMT--;SHG-UUMT--
a-h-g-u-u-p;SHG-UUP---;SHG-UUP---
a-h-g-u-u-s;SHG-UUS---;SHG-UUS---
a-h-g-u-u-s-a;SHG-UUSA--;SHG-UUSA--
a-h-g-u-u-s-c;SHG-UUSC--;SHG-UUSC--
a-h-g-u-u-s-c-l;SHG-UUSCL-;SHG-UUSCL-
a-h-g-u-u-s-f;SHG-UUSF--;SHG-UUSF--
a-h-g-u-u-s-m;SHG-UUSM--;SHG-UUSM--
a-h-g-u-u-s-m-l;SHG-UUSML-;SHG-UUSML-
a-h-g-u-u-s-m-n;SHG-UUSMN-;SHG-UUSMN-
a-h-g-u-u-s-m-s;SHG-UUSMS-;SHG-UUSMS-
a-h-g-u-u-s-o;SHG-UUSO--;SHG-UUSO--
a-h-g-u-u-s-r;SHG-UUSR--;SHG-UUSR--
a-h-g-u-u-s-r-s;SHG-UUSRS-;SHG-UUSRS-
a-h-g-u-u-s-r-t;SHG-UUSRT-;SHG-UUSRT-
a-h-g-u-u-s-r-w;SHG-UUSRW-;SHG-UUSRW-
a-h-g-u-u-s-s;SHG-UUSS--;SHG-UUSS--
a-h-g-u-u-s-w;SHG-UUSW--;SHG-UUSW--
a-h-g-u-u-s-x;SHG-UUSX--;SHG-UUSX--
a-h-p;SHP-------;SHP-------
a-h-p-l;SHP-L-----;SHP-------
a-h-p-s;SHP-S-----;SHP-S-----
a-h-p-t;SHP-T-----;SHP-T-----
a-h-p-v;SHP-V-----;SHP-V-----
a-h-s;SHS-------;SHS-------
a-h-s-c;SHS-C-----;SHS-C-----
a-h-s-c-a;SHS-CA----;SHS-CA----
a-h-s-c-a-l-a;SHS-CALA--;SHS-CALA--
a-h-s-c-a-l-c;SHS-CALC--;SHS-CALC--
a-h-s-c-a-l-s;SHS-CALS--;SHS-CALS--
a-h-s-c-a-l-s-m;SHS-CALSM-;SHS-CALS--
a-h-s-c-a-l-s-t;SHS-CALST-;SHS-CALS--
a-h-s-c-d;SHS-CD----;SHS-C-----
a-h-s-c-h;SHS-CH----;SHS-CH----
a-h-s-c-l;SHS-CL----;SHS-CL----
a-h-s-c-l-b-b;SHS-CLBB--;SHS-CLBB--
a-h-s-c-l-c-c;SHS-CLCC--;SHS-CLCC--
a-h-s-c-l-c-v;SHS-CLCV--;SHS-CLCV--
a-h-s-c-l-d-d;SHS-CLDD--;SHS-CLDD--
a-h-s-c-l-f-f;SHS-CLFF--;SHS-CLFF--
a-h-s-c-l-l-l;SHS-CLLL--;SHS-CL----
a-h-s-c-l-l-l-a-s;SHS-CLLLAS;SHS-CL----
a-h-s-c-l-l-l-m-i;SHS-CLLLMI;SHS-CL----
a-h-s-c-l-l-l-s-u;SHS-CLLLSU;SHS-CL----
a-h-s-c-m;SHS-CM----;SHS-CM----
a-h-s-c-m-m-a;SHS-CMMA--;SHS-CM----
a-h-s-c-m-m-h;SHS-CMMH--;SHS-CMMH--
a-h-s-c-m-m-l;SHS-CMML--;SHS-CMML--
a-h-s-c-m-m-s;SHS-CMMS--;SHS-CMMS--
a-h-s-c-p;SHS-CP----;SHS-CP----
a-h-s-c-p-s-b;SHS-CPSB--;SHS-CPSB--
a-h-s-c-p-s-u;SHS-CPSU--;SHS-CPSU--
a-h-s-c-p-s-u-g;SHS-CPSUG-;SHS-CP----
a-h-s-c-p-s-u-m;SHS-CPSUM-;SHS-CPSU--
a-h-s-c-p-s-u-t;SHS-CPSUT-;SHS-CPSU--
a-h-s-c-u;SHS-CU----;SHS-C-----
a-h-s-c-u-m;SHS-CUM---;SHS-C-----
a-h-s-c-u-n;SHS-CUN---;SHS-C-----
a-h-s-c-u-s;SHS-CUS---;SHS-C-----
a-h-s-g;SHS-G-----;SHS-G-----
a-h-s-g-c;SHS-GC----;SHS-GC----
a-h-s-g-g;SHS-GG----;SHS-GG----
a-h-s-g-t;SHS-GT----;SHS-GT----
a-h-s-g-u;SHS-GU----;SHS-GU----
a-h-s-n;SHS-N-----;SHS-N-----
a-h-s-n-f;SHS-NF----;SHS-N-----
a-h-s-n-h;SHS-NH----;SHS-NH----
a-h-s-n-i;SHS-NI----;SHS-NI----
a-h-s-n-m;SHS-NM----;SHS-NM----
a-h-s-n-n;SHS-NN----;SHS-N-----
a-h-s-n-n-r;SHS-NNR---;SHS-N-----
a-h-s-n-r;SHS-NR----;SHS-NR----
a-h-s-n-s;SHS-NS----;SHS-NS----
a-h-s-o;SHS-O-----;SHS-O-----
a-h-s-s;SHS-S-----;SHS-------
a-h-s-s-a;SHS-SA----;SHS-------
a-h-s-s-p;SHS-SP----;SHS-------
a-h-s-x;SHS-X-----;SHS-X-----
a-h-s-x-f;SHS-XF----;SHS-XF----
a-h-s-x-f-d-f;SHS-XFDF--;SHS-XF----
a-h-s-x-f-d-r;SHS-XFDR--;SHS-XF----
a-h-s-x-f-t-r;SHS-XFTR--;SHS-XF----
a-h-s-x-h;SHS-XH----;SHS-XH----
a-h-s-x-l;SHS-XL----;SHS-XL----
a-h-s-x-m;SHS-XM----;SHS-XM----
a-h-s-x-m-c;SHS-XMC---;SHS-XMC---
a-h-s-x-m-f;SHS-XMF---;SHS-XMF---
a-h-s-x-m-h;SHS-XMH---;SHS-XM----
a-h-s-x-m-o;SHS-XMO---;SHS-XMO---
a-h-s-x-m-p;SHS-XMP---;SHS-XMP---
a-h-s-x-m-r;SHS-XMR---;SHS-XM----
a-h-s-x-m-t-o;SHS-XMTO--;SHS-XM----
a-h-s-x-m-t-u;SHS-XMTU--;SHS-XM----
a-h-s-x-r;SHS-XR----;SHS-XR----
a-h-u;SHU-------;SHU-------
a-h-u-n;SHU-N-----;SHU-N-----
a-h-u-n-d;SHU-ND----;SHU-ND----
a-h-u-s;SHU-S-----;SHU-S-----
a-h-u-s-c;SHU-SC----;SHU-SC----
a-h-u-s-c-a;SHU-SCA---;SHU-SC----
a-h-u-s-c-b;SHU-SCB---;SHU-SC----
a-h-u-s-c-f;SHU-SCF---;SHU-SC----
a-h-u-s-c-g;SHU-SCG---;SHU-SC----
a-h-u-s-c-m;SHU-SCM---;SHU-SC----
a-h-u-s-f;SHU-SF----;SHU-S-----
a-h-u-s-n;SHU-SN----;SHU-SN----
a-h-u-s-n-a;SHU-SNA---;SHU-SN----
a-h-u-s-n-b;SHU-SNB---;SHU-SN----
a-h-u-s-n-f;SHU-SNF---;SHU-SN----
a-h-u-s-n-g;SHU-SNG---;SHU-SN----
a-h-u-s-n-m;SHU-SNM---;SHU-SN----
a-h-u-s-o;SHU-SO----;SHU-SO----
a-h-u-s-o-f;SHU-SOF---;SHU-SO----
a-h-u-s-s;SHU-SS----;SHU-S-----
a-h-u-s-s-a;SHU-SSA---;SHU-S-----
a-h-u-s-u;SHU-SU----;SHU-S-----
a-h-u-s-u-m;SHU-SUM---;SHU-S-----
a-h-u-s-u-n;SHU-SUN---;SHU-S-----
a-h-u-s-u-s;SHU-SUS---;SHU-S-----
a-h-u-w;SHU-W-----;SHU-W-----
a-h-u-w-d;SHU-WD----;SHU-WD----
a-h-u-w-d-m;SHU-WDM---;SHU-WDM---
a-h-u-w-m;SHU-WM----;SHU-WM----
a-h-u-w-m-d;SHU-WMD---;SHU-WMD---
a-h-u-w-m-f;SHU-WMF---;SHU-WMF---
a-h-u-w-m-f-d;SHU-WMFD--;SHU-WMFD--
a-h-u-w-m-g;SHU-WMG---;SHU-WMG---
a-h-u-w-m-g-d;SHU-WMGD--;SHU-WMGD--
a-h-u-w-m-m;SHU-WMM---;SHU-WMM---
a-h-u-w-m-m-d;SHU-WMMD--;SHU-WMMD--
a-h-u-w-m-o;SHU-WMO---;SHU-WMO---
a-h-u-w-m-o-d;SHU-WMOD--;SHU-WMOD--
a-h-u-w-t;SHU-WT----;SHU-WT----
a-n-a;SNA-------;SNA-------
a-n-a-c;SNA-C-----;SNA-C-----
a-n-a-c-f;SNA-CF----;SNA-CF----
a-n-a-c-h;SNA-CH----;SNA-CH----
a-n-a-c-l;SNA-CL----;SNA-CL----
a-n-a-m;SNA-M-----;SNA-M-----
a-n-a-m-f;SNA-MF----;SNA-MF----
a-n-a-m-f-a;SNA-MFA---;SNA-MFA---
a-n-a-m-f-b;SNA-MFB---;SNA-MFB---
a-n-a-m-f-c;SNA-MFC---;SNA-MFC---
a-n-a-m-f-c-h;SNA-MFCH--;SNA-MFCH--
a-n-a-m-f-c-l;SNA-MFCL--;SNA-MFCL--
a-n-a-m-f-c-m;SNA-MFCM--;SNA-MFCM--
a-n-a-m-f-d;SNA-MFD---;SNA-MFD---
a-n-a-m-f-f;SNA-MFF---;SNA-MFF---
a-n-a-m-f-f-i;SNA-MFFI--;SNA-MFFI--
a-n-a-m-f-h;SNA-MFH---;SNA-MFH---
a-n-a-m-f-j;SNA-MFJ---;SNA-MFJ---
a-n-a-m-f-k;SNA-MFK---;SNA-MFK---
a-n-a-m-f-k-b;SNA-MFKB--;SNA-MFK---
a-n-a-m-f-k-d;SNA-MFKD--;SNA-MFK---
a-n-a-m-f-l;SNA-MFL---;SNA-MFL---
a-n-a-m-f-m;SNA-MFM---;SNA-MFM---
a-n-a-m-f-o;SNA-MFO---;SNA-MFO---
a-n-a-m-f-p;SNA-MFP---;SNA-MFP---
a-n-a-m-f-p-m;SNA-MFPM--;SNA-MFPM--
a-n-a-m-f-p-n;SNA-MFPN--;SNA-MFPN--
a-n-a-m-f-q;SNA-MFQ---;SNA-MFQ---
a-n-a-m-f-q-a;SNA-MFQA--;SNA-MFQA--
a-n-a-m-f-q-b;SNA-MFQB--;SNA-MFQB--
a-n-a-m-f-q-c;SNA-MFQC--;SNA-MFQC--
a-n-a-m-f-q-d;SNA-MFQD--;SNA-MFQD--
a-n-a-m-f-q-f;SNA-MFQF--;SNA-MFQF--
a-n-a-m-f-q-h;SNA-MFQH--;SNA-MFQH--
